x,y,z
0.434799,-0.242676,-0.420327
0.475374,-0.240221,-0.416075
0.519887,-0.23749,-0.411346
0.568726,-0.234459,-0.406095
0.622321,-0.231099,-0.400275
0.65769,-0.228142,-0.395154
0.69251,-0.223827,-0.38768
0.726571,-0.218179,-0.377897
0.759669,-0.211231,-0.365862
0.791605,-0.203023,-0.351646
0.822186,-0.193604,-0.335332
0.851228,-0.18303,-0.317018
0.878556,-0.171364,-0.296812
0.904006,-0.158675,-0.274834
0.927423,-0.14504,-0.251216
0.939135,-0.138958,-0.240683
0.952844,-0.134084,-0.23224
0.967991,-0.130604,-0.226212
0.986734,-0.12741,-0.220681
1.0054,-0.124195,-0.215112
1.024,-0.12096,-0.209509
1.02446,-0.105156,-0.182135
1.02485,-0.0878228,-0.152114
1.02515,-0.068813,-0.119188
1.02537,-0.0479626,-0.0830737
1.0255,-0.0250911,-0.0434591
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0427284,-0.0509217
0.00337546,-0.0810813,-0.0966289
0.0116179,-0.115409,-0.137539
0.0214959,-0.146074,-0.174085
0.0323685,-0.173437,-0.206694
0.0437523,-0.197838,-0.235775
0.0552887,-0.219595,-0.261704
0.0667173,-0.238998,-0.284827
0.0778534,-0.256311,-0.305459
0.0885708,-0.271767,-0.32388
0.0987885,-0.285579,-0.34034
0.108459,-0.297932,-0.355062
0.11756,-0.308992,-0.368243
0.126088,-0.318905,-0.380056
0.127559,-0.320463,-0.381914
0.129223,-0.321949,-0.383684
0.131071,-0.32335,-0.385354
0.13309,-0.324657,-0.386911
0.135266,-0.325861,-0.388346
0.137586,-0.326952,-0.389646
0.140032,-0.327924,-0.390804
0.142589,-0.328769,-0.391812
0.145238,-0.329483,-0.392662
0.147961,-0.33006,-0.39335
0.15074,-0.330498,-0.393872
0.153555,-0.330793,-0.394224
0.167015,-0.330168,-0.393479
0.181767,-0.32942,-0.392587
0.197935,-0.328536,-0.391534
0.215655,-0.327505,-0.390305
0.235076,-0.326311,-0.388883
0.256364,-0.324941,-0.387249
0.2797,-0.323376,-0.385385
0.305282,-0.321601,-0.38327
0.333329,-0.319596,-0.38088
0.364083,-0.317339,-0.37819
0.39781,-0.314808,-0.375173
0.434799,-0.311978,-0.371801
0.475374,-0.308822,-0.36804
0.519887,-0.305312,-0.363857
0.568726,-0.301414,-0.359212
0.622321,-0.297095,-0.354064
0.65769,-0.293294,-0.349534
0.69251,-0.287747,-0.342923
0.726571,-0.280485,-0.33427
0.759669,-0.271553,-0.323624
0.791605,-0.261001,-0.311049
0.822186,-0.248893,-0.296619
0.851228,-0.235299,-0.280419
0.878556,-0.220302,-0.262545
0.904006,-0.203989,-0.243105
0.927423,-0.186459,-0.222214
0.939135,-0.178641,-0.212896
0.952844,-0.172375,-0.205428
0.967991,-0.167901,-0.200097
0.986734,-0.163795,-0.195204
1.0054,-0.159662,-0.190278
1.024,-0.155503,-0.185321
1.02446,-0.135185,-0.161108
1.02485,-0.112903,-0.134552
1.02515,-0.0884644,-0.105428
1.02537,-0.0616595,-0.073483
1.0255,-0.0322565,-0.0384418
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0509217,-0.0427284
0.00337546,-0.0966289,-0.0810813
0.0116179,-0.137539,-0.115409
0.0214959,-0.174085,-0.146074
0.0323685,-0.206694,-0.173437
0.0437523,-0.235775,-0.197838
0.0552887,-0.261703,-0.219595
0.0667173,-0.284827,-0.238999
0.0778534,-0.305459,-0.256311
0.0885708,-0.32388,-0.271768
0.0987885,-0.34034,-0.285579
0.108459,-0.355062,-0.297933
0.11756,-0.368243,-0.308993
0.126088,-0.380056,-0.318905
0.127559,-0.381913,-0.320464
0.129223,-0.383684,-0.321949
0.131071,-0.385353,-0.32335
0.13309,-0.386911,-0.324657
0.135266,-0.388345,-0.325861
0.137586,-0.389646,-0.326952
0.140032,-0.390804,-0.327924
0.142589,-0.391812,-0.328769
0.145238,-0.392662,-0.329483
0.147961,-0.39335,-0.33006
0.15074,-0.393872,-0.330498
0.153555,-0.394224,-0.330793
0.167015,-0.393479,-0.330168
0.181767,-0.392587,-0.32942
0.197935,-0.391534,-0.328536
0.215655,-0.390305,-0.327505
0.235076,-0.388882,-0.326311
0.256364,-0.387249,-0.324941
0.2797,-0.385385,-0.323377
0.305282,-0.38327,-0.321602
0.333329,-0.380879,-0.319596
0.364083,-0.37819,-0.317339
0.39781,-0.375173,-0.314808
0.434799,-0.371801,-0.311978
0.475374,-0.36804,-0.308823
0.519887,-0.363857,-0.305312
0.568726,-0.359212,-0.301415
0.622321,-0.354064,-0.297095
0.65769,-0.349534,-0.293294
0.69251,-0.342923,-0.287747
0.726571,-0.33427,-0.280486
0.759669,-0.323624,-0.271553
0.791605,-0.311049,-0.261001
0.822186,-0.296619,-0.248893
0.851228,-0.280419,-0.235299
0.878556,-0.262545,-0.220302
0.904006,-0.243105,-0.203989
0.927423,-0.222214,-0.186459
0.939135,-0.212896,-0.178641
0.952844,-0.205428,-0.172375
0.967991,-0.200096,-0.167901
0.986734,-0.195204,-0.163796
1.0054,-0.190278,-0.159662
1.024,-0.185321,-0.155503
1.02446,-0.161108,-0.135185
1.02485,-0.134552,-0.112903
1.02515,-0.105428,-0.0884644
1.02537,-0.0734829,-0.0616595
1.0255,-0.0384418,-0.0322565
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0575678,-0.0332368
0.00337546,-0.10924,-0.0630701
0.0116179,-0.15549,-0.089772
0.0214959,-0.196805,-0.113626
0.0323685,-0.233671,-0.13491
0.0437523,-0.266547,-0.153891
0.0552887,-0.29586,-0.170815
0.0667173,-0.322002,-0.185908
0.0778534,-0.345326,-0.199374
0.0885708,-0.366151,-0.211398
0.0987885,-0.38476,-0.222141
0.108459,-0.401403,-0.23175
0.11756,-0.416304,-0.240354
0.126088,-0.429659,-0.248064
0.127559,-0.431759,-0.249276
0.129223,-0.43376,-0.250432
0.131071,-0.435648,-0.251522
0.13309,-0.437409,-0.252539
0.135266,-0.439031,-0.253475
0.137586,-0.440501,-0.254324
0.140032,-0.44181,-0.25508
0.142589,-0.442949,-0.255737
0.145238,-0.443911,-0.256292
0.147961,-0.444689,-0.256741
0.15074,-0.445278,-0.257082
0.153555,-0.445676,-0.257312
0.167015,-0.444834,-0.256825
0.181767,-0.443826,-0.256243
0.197935,-0.442636,-0.255556
0.215655,-0.441246,-0.254754
0.235076,-0.439638,-0.253825
0.256364,-0.437791,-0.252759
0.2797,-0.435684,-0.251542
0.305282,-0.433292,-0.250162
0.333329,-0.43059,-0.248602
0.364083,-0.427549,-0.246846
0.39781,-0.424139,-0.244877
0.434799,-0.420327,-0.242676
0.475374,-0.416075,-0.240221
0.519887,-0.411346,-0.237491
0.568726,-0.406095,-0.234459
0.622321,-0.400275,-0.231099
0.65769,-0.395154,-0.228142
0.69251,-0.38768,-0.223827
0.726571,-0.377897,-0.218179
0.759669,-0.365862,-0.211231
0.791605,-0.351646,-0.203023
0.822186,-0.335332,-0.193604
0.851228,-0.317018,-0.18303
0.878556,-0.296812,-0.171364
0.904006,-0.274834,-0.158676
0.927423,-0.251216,-0.14504
0.939135,-0.240683,-0.138958
0.952844,-0.23224,-0.134084
0.967991,-0.226212,-0.130604
0.986734,-0.220681,-0.12741
1.0054,-0.215112,-0.124195
1.024,-0.209509,-0.12096
1.02446,-0.182135,-0.105156
1.02485,-0.152114,-0.0878229
1.02515,-0.119188,-0.0688131
1.02537,-0.0830736,-0.0479626
1.0255,-0.043459,-0.0250911
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0624647,-0.0227353
0.00337546,-0.118533,-0.0431425
0.0116179,-0.168716,-0.0614077
0.0214959,-0.213546,-0.0777246
0.0323685,-0.253548,-0.0922841
0.0437523,-0.28922,-0.105268
0.0552887,-0.321027,-0.116844
0.0667173,-0.349392,-0.127169
0.0778534,-0.374701,-0.13638
0.0885708,-0.397298,-0.144605
0.0987885,-0.417489,-0.151954
0.108459,-0.435548,-0.158527
0.11756,-0.451717,-0.164412
0.126088,-0.466208,-0.169686
0.127559,-0.468486,-0.170515
0.129223,-0.470658,-0.171305
0.131071,-0.472706,-0.172051
0.13309,-0.474617,-0.172747
0.135266,-0.476376,-0.173387
0.137586,-0.477972,-0.173968
0.140032,-0.479392,-0.174485
0.142589,-0.480628,-0.174935
0.145238,-0.481672,-0.175314
0.147961,-0.482516,-0.175621
0.15074,-0.483155,-0.175854
0.153555,-0.483587,-0.176012
0.167015,-0.482673,-0.175679
0.181767,-0.481579,-0.175281
0.197935,-0.480288,-0.174811
0.215655,-0.47878,-0.174262
0.235076,-0.477035,-0.173627
0.256364,-0.475031,-0.172897
0.2797,-0.472745,-0.172065
0.305282,-0.47015,-0.171121
0.333329,-0.467218,-0.170053
0.364083,-0.463918,-0.168853
0.39781,-0.460218,-0.167506
0.434799,-0.456081,-0.166
0.475374,-0.451468,-0.164321
0.519887,-0.446336,-0.162453
0.568726,-0.440638,-0.160379
0.622321,-0.434324,-0.158081
0.65769,-0.428767,-0.156059
0.69251,-0.420657,-0.153107
0.726571,-0.410042,-0.149243
0.759669,-0.396984,-0.14449
0.791605,-0.381558,-0.138876
0.822186,-0.363857,-0.132433
0.851228,-0.343985,-0.1252
0.878556,-0.32206,-0.11722
0.904006,-0.298212,-0.108541
0.927423,-0.272585,-0.099213
0.939135,-0.261156,-0.0950531
0.952844,-0.251995,-0.0917188
0.967991,-0.245455,-0.0893383
0.986734,-0.239453,-0.0871538
1.0054,-0.23341,-0.0849544
1.024,-0.22733,-0.0827415
1.02446,-0.197628,-0.0719307
1.02485,-0.165053,-0.0600744
1.02515,-0.129326,-0.0470709
1.02537,-0.0901402,-0.0328084
1.0255,-0.0471558,-0.0171633
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0654637,-0.011543
0.00337546,-0.124224,-0.0219041
0.0116179,-0.176816,-0.0311776
0.0214959,-0.223799,-0.0394619
0.0323685,-0.265721,-0.0468539
0.0437523,-0.303106,-0.0534459
0.0552887,-0.33644,-0.0593236
0.0667173,-0.366167,-0.0645653
0.0778534,-0.392691,-0.0692422
0.0885708,-0.416372,-0.0734178
0.0987885,-0.437533,-0.0771491
0.108459,-0.456459,-0.0804863
0.11756,-0.473404,-0.0834741
0.126088,-0.48859,-0.0861519
0.127559,-0.490978,-0.086573
0.129223,-0.493254,-0.0869743
0.131071,-0.495401,-0.0873528
0.13309,-0.497403,-0.0877059
0.135266,-0.499247,-0.0880311
0.137586,-0.500919,-0.0883259
0.140032,-0.502408,-0.0885884
0.142589,-0.503704,-0.0888168
0.145238,-0.504797,-0.0890096
0.147961,-0.505681,-0.0891656
0.15074,-0.506352,-0.0892838
0.153555,-0.506805,-0.0893636
0.167015,-0.505847,-0.0891947
0.181767,-0.5047,-0.0889926
0.197935,-0.503347,-0.0887539
0.215655,-0.501766,-0.0884752
0.235076,-0.499938,-0.0881528
0.256364,-0.497838,-0.0877825
0.2797,-0.495442,-0.08736
0.305282,-0.492722,-0.0868804
0.333329,-0.489649,-0.0863386
0.364083,-0.486191,-0.0857289
0.39781,-0.482313,-0.0850451
0.434799,-0.477978,-0.0842807
0.475374,-0.473143,-0.0834282
0.519887,-0.467765,-0.0824798
0.568726,-0.461794,-0.0814269
0.622321,-0.455176,-0.0802601
0.65769,-0.449352,-0.0792332
0.69251,-0.440853,-0.0777346
0.726571,-0.429729,-0.075773
0.759669,-0.416043,-0.0733598
0.791605,-0.399877,-0.0705093
0.822186,-0.381326,-0.0672382
0.851228,-0.360499,-0.063566
0.878556,-0.337522,-0.0595144
0.904006,-0.31253,-0.0551076
0.927423,-0.285672,-0.0503719
0.939135,-0.273694,-0.0482598
0.952844,-0.264093,-0.0465669
0.967991,-0.257239,-0.0453583
0.986734,-0.250949,-0.0442493
1.0054,-0.244616,-0.0431326
1.024,-0.238245,-0.0420091
1.02446,-0.207116,-0.0365203
1.02485,-0.172977,-0.0305006
1.02515,-0.135535,-0.0238986
1.02537,-0.0944678,-0.0166573
1.0255,-0.0494198,-0.00871407
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0664736,-3.5406e-8
0.00337546,-0.12614,-6.71863e-8
0.0116179,-0.179544,-9.56309e-8
0.0214959,-0.227251,-1.21041e-7
0.0323685,-0.26982,-1.43715e-7
0.0437523,-0.307782,-1.63935e-7
0.0552887,-0.34163,-1.81963e-7
0.0667173,-0.371816,-1.98041e-7
0.0778534,-0.398749,-2.12386e-7
0.0885708,-0.422795,-2.25194e-7
0.0987885,-0.444283,-2.36639e-7
0.108459,-0.463501,-2.46875e-7
0.11756,-0.480707,-2.5604e-7
0.126088,-0.496128,-2.64254e-7
0.127559,-0.498553,-2.65545e-7
0.129223,-0.500863,-2.66776e-7
0.131071,-0.503043,-2.67937e-7
0.13309,-0.505077,-2.6902e-7
0.135266,-0.506949,-2.70017e-7
0.137586,-0.508647,-2.70922e-7
0.140032,-0.510159,-2.71727e-7
0.142589,-0.511474,-2.72428e-7
0.145238,-0.512584,-2.73019e-7
0.147961,-0.513482,-2.73497e-7
0.15074,-0.514163,-2.7386e-7
0.153555,-0.514623,-2.74105e-7
0.167015,-0.51365,-2.73587e-7
0.181767,-0.512486,-2.72967e-7
0.197935,-0.511112,-2.72235e-7
0.215655,-0.509507,-2.7138e-7
0.235076,-0.50765,-2.70391e-7
0.256364,-0.505518,-2.69255e-7
0.2797,-0.503085,-2.67959e-7
0.305282,-0.500323,-2.66488e-7
0.333329,-0.497203,-2.64826e-7
0.364083,-0.493692,-2.62956e-7
0.39781,-0.489754,-2.60859e-7
0.434799,-0.485352,-2.58514e-7
0.475374,-0.480442,-2.55899e-7
0.519887,-0.474981,-2.5299e-7
0.568726,-0.468918,-2.49761e-7
0.622321,-0.462198,-2.46182e-7
0.65769,-0.456284,-2.43032e-7
0.69251,-0.447654,-2.38435e-7
0.726571,-0.436358,-2.32418e-7
0.759669,-0.422461,-2.25016e-7
0.791605,-0.406046,-2.16273e-7
0.822186,-0.387208,-2.0624e-7
0.851228,-0.366061,-1.94976e-7
0.878556,-0.342729,-1.82548e-7
0.904006,-0.317351,-1.69031e-7
0.927423,-0.290079,-1.54506e-7
0.939135,-0.277916,-1.48027e-7
0.952844,-0.268168,-1.42835e-7
0.967991,-0.261207,-1.39127e-7
0.986734,-0.254821,-1.35726e-7
1.0054,-0.24839,-1.323e-7
1.024,-0.24192,-1.28854e-7
1.02446,-0.210311,-1.12018e-7
1.02485,-0.175646,-9.35545e-8
1.02515,-0.137626,-7.33041e-8
1.02537,-0.0959252,-5.10928e-8
1.0255,-0.0501822,-2.67286e-8
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0654637,0.011543
0.00337546,-0.124224,0.0219039
0.0116179,-0.176816,0.0311774
0.0214959,-0.223799,0.0394617
0.0323685,-0.265721,0.0468537
0.0437523,-0.303106,0.0534456
0.0552887,-0.33644,0.0593232
0.0667173,-0.366167,0.0645649
0.0778534,-0.392691,0.0692418
0.0885708,-0.416372,0.0734174
0.0987885,-0.437533,0.0771486
0.108459,-0.456459,0.0804858
0.11756,-0.473404,0.0834736
0.126088,-0.488591,0.0861514
0.127559,-0.490979,0.0865725
0.129223,-0.493254,0.0869737
0.131071,-0.495401,0.0873523
0.13309,-0.497404,0.0877054
0.135266,-0.499247,0.0880305
0.137586,-0.50092,0.0883254
0.140032,-0.502408,0.0885879
0.142589,-0.503704,0.0888163
0.145238,-0.504797,0.0890091
0.147961,-0.505682,0.089165
0.15074,-0.506352,0.0892832
0.153555,-0.506805,0.0893631
0.167015,-0.505847,0.0891942
0.181767,-0.5047,0.088992
0.197935,-0.503347,0.0887534
0.215655,-0.501766,0.0884747
0.235076,-0.499938,0.0881522
0.256364,-0.497838,0.087782
0.2797,-0.495442,0.0873595
0.305282,-0.492722,0.0868799
0.333329,-0.489649,0.0863381
0.364083,-0.486191,0.0857284
0.39781,-0.482314,0.0850446
0.434799,-0.477978,0.0842802
0.475374,-0.473143,0.0834277
0.519887,-0.467765,0.0824794
0.568726,-0.461794,0.0814265
0.622321,-0.455176,0.0802596
0.65769,-0.449352,0.0792327
0.69251,-0.440853,0.0777341
0.726571,-0.429729,0.0757725
0.759669,-0.416043,0.0733594
0.791605,-0.399877,0.0705089
0.822186,-0.381326,0.0672378
0.851228,-0.360499,0.0635656
0.878556,-0.337522,0.059514
0.904006,-0.31253,0.0551073
0.927423,-0.285672,0.0503716
0.939135,-0.273694,0.0482595
0.952844,-0.264093,0.0465667
0.967991,-0.257239,0.0453581
0.986734,-0.250949,0.044249
1.0054,-0.244616,0.0431323
1.024,-0.238245,0.0420088
1.02446,-0.207116,0.03652
1.02485,-0.172977,0.0305005
1.02515,-0.135535,0.0238985
1.02537,-0.0944679,0.0166572
1.0255,-0.0494198,0.00871402
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0624647,0.0227353
0.00337546,-0.118533,0.0431424
0.0116179,-0.168716,0.0614075
0.0214959,-0.213546,0.0777244
0.0323685,-0.253548,0.0922838
0.0437523,-0.28922,0.105267
0.0552887,-0.321027,0.116844
0.0667173,-0.349392,0.127168
0.0778534,-0.374701,0.13638
0.0885708,-0.397298,0.144604
0.0987885,-0.417489,0.151953
0.108459,-0.435548,0.158526
0.11756,-0.451717,0.164411
0.126088,-0.466208,0.169685
0.127559,-0.468486,0.170515
0.129223,-0.470658,0.171305
0.131071,-0.472706,0.172051
0.13309,-0.474617,0.172746
0.135266,-0.476376,0.173387
0.137586,-0.477972,0.173967
0.140032,-0.479393,0.174484
0.142589,-0.480629,0.174934
0.145238,-0.481672,0.175314
0.147961,-0.482516,0.175621
0.15074,-0.483155,0.175854
0.153555,-0.483587,0.176011
0.167015,-0.482674,0.175679
0.181767,-0.48158,0.17528
0.197935,-0.480288,0.17481
0.215655,-0.47878,0.174261
0.235076,-0.477035,0.173626
0.256364,-0.475031,0.172897
0.2797,-0.472745,0.172065
0.305282,-0.47015,0.17112
0.333329,-0.467218,0.170053
0.364083,-0.463918,0.168852
0.39781,-0.460218,0.167505
0.434799,-0.456081,0.166
0.475374,-0.451468,0.164321
0.519887,-0.446336,0.162453
0.568726,-0.440639,0.160379
0.622321,-0.434324,0.158081
0.65769,-0.428767,0.156058
0.69251,-0.420658,0.153107
0.726571,-0.410042,0.149243
0.759669,-0.396984,0.14449
0.791605,-0.381558,0.138876
0.822186,-0.363857,0.132433
0.851228,-0.343985,0.1252
0.878556,-0.32206,0.11722
0.904006,-0.298212,0.10854
0.927423,-0.272585,0.0992128
0.939135,-0.261156,0.0950529
0.952844,-0.251995,0.0917185
0.967991,-0.245455,0.0893381
0.986734,-0.239453,0.0871536
1.0054,-0.23341,0.0849542
1.024,-0.22733,0.0827414
1.02446,-0.197628,0.0719305
1.02485,-0.165053,0.0600743
1.02515,-0.129326,0.0470708
1.02537,-0.0901402,0.0328083
1.0255,-0.0471558,0.0171633
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0575678,0.0332367
0.00337546,-0.109241,0.06307
0.0116179,-0.15549,0.0897719
0.0214959,-0.196805,0.113626
0.0323685,-0.233671,0.13491
0.0437523,-0.266547,0.153891
0.0552887,-0.29586,0.170815
0.0667173,-0.322002,0.185908
0.0778534,-0.345327,0.199374
0.0885708,-0.366152,0.211397
0.0987885,-0.38476,0.222141
0.108459,-0.401403,0.23175
0.11756,-0.416304,0.240353
0.126088,-0.429659,0.248064
0.127559,-0.431759,0.249276
0.129223,-0.43376,0.250431
0.131071,-0.435648,0.251521
0.13309,-0.437409,0.252538
0.135266,-0.439031,0.253474
0.137586,-0.440501,0.254323
0.140032,-0.441811,0.255079
0.142589,-0.44295,0.255737
0.145238,-0.443911,0.256292
0.147961,-0.444689,0.256741
0.15074,-0.445278,0.257081
0.153555,-0.445677,0.257311
0.167015,-0.444834,0.256825
0.181767,-0.443826,0.256243
0.197935,-0.442636,0.255556
0.215655,-0.441246,0.254753
0.235076,-0.439638,0.253825
0.256364,-0.437791,0.252759
0.2797,-0.435684,0.251542
0.305282,-0.433293,0.250161
0.333329,-0.43059,0.248601
0.364083,-0.42755,0.246846
0.39781,-0.424139,0.244877
0.434799,-0.420327,0.242676
0.475374,-0.416075,0.240221
0.519887,-0.411346,0.23749
0.568726,-0.406095,0.234459
0.622321,-0.400275,0.231099
0.65769,-0.395154,0.228142
0.69251,-0.38768,0.223827
0.726571,-0.377897,0.218179
0.759669,-0.365862,0.21123
0.791605,-0.351646,0.203023
0.822186,-0.335332,0.193604
0.851228,-0.317018,0.18303
0.878556,-0.296812,0.171364
0.904006,-0.274834,0.158675
0.927423,-0.251216,0.145039
0.939135,-0.240683,0.138958
0.952844,-0.23224,0.134084
0.967991,-0.226212,0.130604
0.986734,-0.220681,0.12741
1.0054,-0.215112,0.124195
1.024,-0.209509,0.12096
1.02446,-0.182135,0.105155
1.02485,-0.152114,0.0878228
1.02515,-0.119188,0.068813
1.02537,-0.0830737,0.0479625
1.0255,-0.0434591,0.0250911
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0509217,0.0427283
0.00337546,-0.096629,0.0810812
0.0116179,-0.137539,0.115409
0.0214959,-0.174085,0.146074
0.0323685,-0.206694,0.173437
0.0437523,-0.235775,0.197838
0.0552887,-0.261704,0.219595
0.0667173,-0.284827,0.238998
0.0778534,-0.305459,0.256311
0.0885708,-0.32388,0.271767
0.0987885,-0.34034,0.285579
0.108459,-0.355062,0.297932
0.11756,-0.368243,0.308992
0.126088,-0.380056,0.318905
0.127559,-0.381914,0.320463
0.129223,-0.383684,0.321949
0.131071,-0.385354,0.32335
0.13309,-0.386911,0.324657
0.135266,-0.388346,0.32586
0.137586,-0.389646,0.326952
0.140032,-0.390804,0.327924
0.142589,-0.391812,0.328769
0.145238,-0.392663,0.329483
0.147961,-0.393351,0.33006
0.15074,-0.393872,0.330497
0.153555,-0.394224,0.330793
0.167015,-0.393479,0.330168
0.181767,-0.392587,0.32942
0.197935,-0.391534,0.328536
0.215655,-0.390305,0.327504
0.235076,-0.388883,0.326311
0.256364,-0.387249,0.32494
0.2797,-0.385385,0.323376
0.305282,-0.38327,0.321601
0.333329,-0.38088,0.319596
0.364083,-0.37819,0.317339
0.39781,-0.375173,0.314808
0.434799,-0.371801,0.311978
0.475374,-0.36804,0.308822
0.519887,-0.363857,0.305312
0.568726,-0.359212,0.301414
0.622321,-0.354064,0.297095
0.65769,-0.349534,0.293294
0.69251,-0.342923,0.287746
0.726571,-0.33427,0.280485
0.759669,-0.323624,0.271553
0.791605,-0.311049,0.261001
0.822186,-0.296619,0.248893
0.851228,-0.280419,0.235299
0.878556,-0.262545,0.220302
0.904006,-0.243105,0.203989
0.927423,-0.222214,0.186459
0.939135,-0.212896,0.178641
0.952844,-0.205428,0.172375
0.967991,-0.200097,0.167901
0.986734,-0.195204,0.163795
1.0054,-0.190278,0.159662
1.024,-0.185321,0.155503
1.02446,-0.161108,0.135185
1.02485,-0.134552,0.112903
1.02515,-0.105428,0.0884643
1.02537,-0.073483,0.0616595
1.0255,-0.0384418,0.0322565
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0427284,0.0509217
0.00337546,-0.0810813,0.0966289
0.0116179,-0.115409,0.137539
0.0214959,-0.146074,0.174085
0.0323685,-0.173437,0.206694
0.0437523,-0.197838,0.235775
0.0552887,-0.219595,0.261704
0.0667173,-0.238999,0.284827
0.0778534,-0.256311,0.305459
0.0885708,-0.271768,0.32388
0.0987885,-0.285579,0.34034
0.108459,-0.297932,0.355062
0.11756,-0.308992,0.368243
0.126088,-0.318905,0.380056
0.127559,-0.320463,0.381913
0.129223,-0.321949,0.383684
0.131071,-0.32335,0.385354
0.13309,-0.324657,0.386911
0.135266,-0.325861,0.388346
0.137586,-0.326952,0.389646
0.140032,-0.327924,0.390804
0.142589,-0.328769,0.391812
0.145238,-0.329483,0.392662
0.147961,-0.33006,0.39335
0.15074,-0.330498,0.393872
0.153555,-0.330793,0.394224
0.167015,-0.330168,0.393479
0.181767,-0.32942,0.392587
0.197935,-0.328536,0.391534
0.215655,-0.327505,0.390305
0.235076,-0.326311,0.388883
0.256364,-0.324941,0.387249
0.2797,-0.323377,0.385385
0.305282,-0.321601,0.38327
0.333329,-0.319596,0.380879
0.364083,-0.317339,0.37819
0.39781,-0.314808,0.375173
0.434799,-0.311978,0.371801
0.475374,-0.308822,0.36804
0.519887,-0.305312,0.363857
0.568726,-0.301414,0.359212
0.622321,-0.297095,0.354064
0.65769,-0.293294,0.349534
0.69251,-0.287747,0.342923
0.726571,-0.280485,0.33427
0.759669,-0.271553,0.323624
0.791605,-0.261001,0.311049
0.822186,-0.248893,0.296619
0.851228,-0.235299,0.280419
0.878556,-0.220302,0.262545
0.904006,-0.203989,0.243105
0.927423,-0.186459,0.222214
0.939135,-0.178641,0.212896
0.952844,-0.172375,0.205428
0.967991,-0.167901,0.200096
0.986734,-0.163795,0.195204
1.0054,-0.159662,0.190278
1.024,-0.155503,0.185321
1.02446,-0.135185,0.161108
1.02485,-0.112903,0.134552
1.02515,-0.0884644,0.105428
1.02537,-0.0616595,0.0734829
1.0255,-0.0322565,0.0384418
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0332368,0.0575678
0.00337546,-0.06307,0.109241
0.0116179,-0.0897719,0.15549
0.0214959,-0.113626,0.196805
0.0323685,-0.13491,0.233671
0.0437523,-0.153891,0.266547
0.0552887,-0.170815,0.29586
0.0667173,-0.185908,0.322002
0.0778534,-0.199374,0.345326
0.0885708,-0.211398,0.366151
0.0987885,-0.222141,0.38476
0.108459,-0.23175,0.401403
0.11756,-0.240353,0.416304
0.126088,-0.248064,0.429659
0.127559,-0.249276,0.431759
0.129223,-0.250432,0.43376
0.131071,-0.251522,0.435648
0.13309,-0.252538,0.437409
0.135266,-0.253475,0.439031
0.137586,-0.254324,0.440501
0.140032,-0.255079,0.441811
0.142589,-0.255737,0.44295
0.145238,-0.256292,0.443911
0.147961,-0.256741,0.444689
0.15074,-0.257082,0.445278
0.153555,-0.257311,0.445677
0.167015,-0.256825,0.444834
0.181767,-0.256243,0.443826
0.197935,-0.255556,0.442636
0.215655,-0.254753,0.441246
0.235076,-0.253825,0.439638
0.256364,-0.252759,0.437791
0.2797,-0.251542,0.435684
0.305282,-0.250161,0.433292
0.333329,-0.248601,0.43059
0.364083,-0.246846,0.427549
0.39781,-0.244877,0.424139
0.434799,-0.242676,0.420327
0.475374,-0.240221,0.416075
0.519887,-0.237491,0.411346
0.568726,-0.234459,0.406095
0.622321,-0.231099,0.400275
0.65769,-0.228142,0.395154
0.69251,-0.223827,0.38768
0.726571,-0.218179,0.377897
0.759669,-0.211231,0.365862
0.791605,-0.203023,0.351646
0.822186,-0.193604,0.335332
0.851228,-0.18303,0.317018
0.878556,-0.171364,0.296812
0.904006,-0.158676,0.274834
0.927423,-0.14504,0.251216
0.939135,-0.138958,0.240683
0.952844,-0.134084,0.23224
0.967991,-0.130604,0.226212
0.986734,-0.12741,0.220681
1.0054,-0.124195,0.215112
1.024,-0.12096,0.209509
1.02446,-0.105156,0.182135
1.02485,-0.0878228,0.152114
1.02515,-0.0688131,0.119188
1.02537,-0.0479626,0.0830736
1.0255,-0.0250911,0.043459
1.02554,0.0,0.0
-0.00460409,0.0,0.0
-0.00239271,-0.0227353,0.0624647
0.00337546,-0.0431424,0.118533
0.0116179,-0.0614076,0.168716
0.0214959,-0.0777245,0.213546
0.0323685,-0.092284,0.253548
0.0437523,-0.105268,0.28922
0.0552887,-0.116844,0.321027
0.0667173,-0.127168,0.349392
0.0778534,-0.13638,0.374701
